StateAbbr,State,County,CountyFIPS,ARTHRITIS,CASTHMA,BPHIGH,CANCER,HIGHCHOL,KIDNEY,COPD,CHD,DIABETES,MHLTH,PHLTH,TEETHLOST,STROKE,TotalPopulation,GenderMajority,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,VotingAgeCitizen,Income,IncomePerCap,IncomePerCapErr,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,MeanHealthCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment%_2019,Median Household Income_2019,% of State Median HH Income
TX,Texas,Hansford,48195,26.8,9.5,37.3,6.8,38.1,3.7,9.1,9.1,14.8,15.4,16.3,20.4,4.2,5532,F,2760,2772,46.4,53.3,0.1,0.1,0,0,3061,40678,21989,2565,27.5,32.8,11.3,16.7,19.5,19.7,86.1,7.5,0.4,3,2.2,0.8,14.8,28.37,2394,72.6,14.2,13.2,,2.3,58703,0.916604210
TX,Texas,Hardeman,48197,31.4,9.6,41,8.3,40.3,3.9,10,10.3,15.4,14.5,16.3,18.6,4.7,3990,F,1950,2040,21.3,68.6,6.9,0.4,0.5,0,2832,37995,21517,2118,15.9,30.4,22.1,17.3,19.2,11,77,20.4,0,0.5,2.1,0,15.9,25.84,1695,65.3,27.4,6.8,,3,40057,0.625460621
TX,Texas,Hardin,48199,27.4,9.5,36.3,7.5,37.3,3.1,8.5,8.1,11.9,14.8,14.1,15.3,3.7,55993,F,27365,28628,5.4,87,5.6,0.2,0.5,0,41486,56131,29693,1678,15,31.9,14.2,24.2,14.2,15.4,86.7,9.4,0.2,0.9,1,1.9,28.3,55.97,24056,82.1,13.7,4.1,,4.6,62616,0.977702829
TX,Texas,Harris,48201,20.2,8.6,31,5.2,34.9,3,6,6.2,13.4,13,12.6,14.8,3.2,4525519,F,2251060,2274459,42.2,30.6,18.5,0.2,6.8,0.1,2605043,57791,30856,222,25,35.4,17.4,22.9,11.5,12.8,79.3,10.9,2.7,1.5,1.9,3.7,28.9,56.71,2180392,83.4,9.8,6.6,,3.8,61638,0.962432078
TX,Texas,Harrison,48203,29.1,10,40,7.3,37.8,3.5,8.7,8.6,14.2,14.6,14.9,17.2,4.3,66606,F,32517,34089,12.7,63.8,21.3,0.3,0.7,0,47243,48644,25123,1681,24.2,32.4,15.9,20.2,13.5,18,87.5,6.4,0,0.6,1.7,3.8,20.9,38.9,27603,80.9,12.8,6.1,,4,55171,0.861454625
TX,Texas,Hartley,48205,23.3,8.2,34.7,6.7,35.2,2.8,6.7,7,11.1,12.4,12.1,14,3.2,5821,M,3524,2297,26.2,59.6,8.4,0,1.4,0,4159,64427,20676,2181,11.4,38,14.1,18.1,17.3,12.6,84,8.3,0,2.3,0.8,4.7,11.9,25.43,2049,76.2,13,8.8,,1.6,72796,1.136656049
TX,Texas,Haskell,48207,29,9.5,40.3,7.7,40.1,4,10.3,10.5,15.6,15.3,17.1,20.9,4.8,5806,M,3247,2559,27.6,65.8,3.1,0.6,0.7,0,3969,43529,21120,2295,32.6,22.9,22.3,19.5,17.2,18,79.5,11.9,0,4.4,1.4,2.9,16.1,25.81,2180,62.4,18.7,18.1,,3.3,38613,0.602913622
TX,Texas,Hays,48209,19.5,8.8,27.6,5.4,31.1,2.5,5.4,5.5,9.4,13.3,10.7,11.1,2.5,194843,F,96973,97870,37.8,55.3,3.5,0.2,1.3,0,139025,62815,29253,738,14.8,37.5,18.7,25.7,9.2,9,78.9,9.8,0.8,2,2.1,6.4,30.1,64.36,99069,75.3,17.6,6.9,,2.8,72890,1.138123790
TX,Texas,Hemphill,48211,26.4,9.2,34.7,7,36.5,3.3,8.3,8.2,12.9,14.3,14.5,16.5,3.7,4152,F,1976,2176,35.2,61.8,0.7,0.4,0.3,0,2336,68679,29470,3571,14.3,31.3,15.4,25.7,17.3,10.2,76.2,15.5,0,4.6,0,3.6,16,33.81,1898,73.7,16.9,9.4,,2.7,71299,1.113281494
TX,Texas,Henderson,48213,32.2,9.8,40.3,8.5,40.1,3.9,10.3,10.2,15,15,16.1,18.6,4.7,79687,F,38840,40847,12.1,78.9,6.6,0.9,0.7,0.1,59045,44888,24315,975,29.2,29.1,19.6,22.9,14.4,14,82,12,0.1,1.2,0.6,4,30.6,54.44,31087,76.2,14.9,8.7,,3.5,49896,0.779089376
TX,Texas,Hidalgo,48215,19.6,8.5,33.6,4.7,33.2,4,6.8,7.9,17.2,15,16.4,17.3,3.8,839539,F,410383,429156,91.8,6.6,0.4,0.1,0.9,0,403944,37097,15883,288,43.8,27,23.5,25.6,13,11,80.4,8.8,0.3,1.2,4.4,4.9,21.9,36.14,313678,71.2,17.2,11.4,,6.2,41656,0.650427831
TX,Texas,Hill,48217,29.7,9.4,39.6,8.1,39.5,3.7,9.4,9.6,14.5,14.2,15.4,17.1,4.4,35098,F,17374,17724,20,71.3,6.3,0.2,0.3,0.2,25134,45970,23342,1140,27,26.2,18.8,22.7,14.2,18.1,79.9,12.3,0,1.4,1.7,4.6,28.5,52.18,14579,78,14,7.8,,3.3,53210,0.830835051
TX,Texas,Hockley,48219,24.6,9.1,34.6,6.4,35.9,3.3,7.7,7.9,13.5,14.7,14.5,17.3,3.7,23273,F,11505,11768,46.9,47.7,3.6,0.6,0.2,0.1,16017,49184,22673,994,18.7,26.2,17,24.6,19.4,12.8,78.6,16.2,0.1,2,0.7,2.5,19.6,35.25,10337,81.1,12.7,6,,3,51149,0.798654050
TX,Texas,Hood,48221,30.8,8.9,39.8,9.1,40.2,3.5,8.5,9.1,13.1,12.5,13.7,12.9,4,55418,F,27199,28219,12,84.8,0.7,0.9,0.8,0,42883,60275,32578,1911,20.3,32.6,14.9,23.3,13.2,16.1,87.7,6.2,0.2,0.5,0.9,4.5,32.5,70.32,22905,80.1,10.5,9.1,,3.4,74534,1.163793642
TX,Texas,Hopkins,48223,29.3,9.7,39.5,7.7,38.7,3.6,9.2,9,13.9,14.8,15.4,17.7,4.3,35929,F,17643,18286,16.3,74,6.7,0.2,0.7,0.1,25059,47832,24236,1087,27.3,28.4,17.6,22.5,11.8,19.7,82.8,10.4,0.3,2,1,3.5,23.3,41.61,15408,78.5,12.7,8.5,,3.1,50332,0.785897196
TX,Texas,Houston,48225,32.4,10.2,45,8.1,40.7,4.4,11.2,11.4,18,15.6,18.4,22.8,5.7,22849,M,12274,10575,10.7,62,24.9,0.2,0.4,0,17923,33552,17884,1092,40.3,24.7,22.2,22.1,12.7,18.3,85.5,8.4,0,1,1.3,3.8,26.4,44.37,7642,67.1,21.8,11,,3.1,43601,0.680797577
TX,Texas,Howard,48227,23.9,8.9,35.2,5.9,35.6,3.2,7.5,7.7,13.5,14.6,14.5,17.5,3.6,36491,M,20588,15903,41.2,50,5.2,0.7,0.8,0.1,25331,50855,22994,1387,16.6,29,18.6,22.9,14.9,14.6,80.1,15.9,0.4,1.3,1.1,1.1,18.8,36.74,14393,72.7,20.7,6.3,,3.1,61112,0.954218974
TX,Texas,Hudspeth,48229,23.6,9.2,38.2,5.4,38.3,4.1,8.2,9.1,17.3,16.4,17.7,22.8,4.2,3702,F,1841,1861,78.4,18.5,1.5,0,1.2,0,1737,26346,12543,2216,51.5,17.8,38.4,14.1,17.5,12.2,78.9,5.6,0,3.8,1.9,9.8,29,46.8,1083,63.1,26.4,10.5,,4.4,39309,0.613781150
TX,Texas,Hunt,48231,27.7,9.6,36.6,7.1,37.8,3.3,8.6,8.4,12.9,14.9,14.8,17.3,3.9,90322,F,44432,45890,15.3,72.9,7.8,0.8,1.2,0,65205,49319,23942,706,26.2,31.7,17.3,24.3,12.7,14.1,81.1,12,0,2.1,1.2,3.6,30.8,58.46,38753,79.8,13.9,6.2,,3.5,57513,0.898023234
TX,Texas,Hutchinson,48233,27.7,9.4,36.8,7.3,37.6,3.3,8.5,8.5,13.1,14.4,14.5,16.2,3.9,21704,F,10838,10866,22.5,71.3,2,1.3,0.6,0.3,15528,50035,25154,1481,23.6,22,17,25,18.9,17.1,85.3,11.6,0,1,0.6,1.5,18.3,34.85,9149,81.2,12.9,5.8,,4.4,57936,0.904628068
TX,Texas,Irion,48235,28.5,8.6,38.6,8.2,39.4,3.4,7.9,8.7,13.7,12.7,13.6,12.9,3.8,1592,M,853,739,22.9,72.4,3.2,0,0,0,1216,63021,32307,4502,16.3,37.2,9.6,21,13.2,18.9,80.7,3,1,1.4,0,13.9,22.3,46.2,718,69.4,16,13.8,,2.4,68630,1.071607020
TX,Texas,Jack,48237,27.5,9.3,37.4,7.2,37.8,3.3,9.3,8.8,13,15.2,15.2,19.1,4,8839,M,4973,3866,16.3,77.9,4.5,0.4,0.1,0,6485,52829,25553,2356,27.8,24.9,13,24,19.6,18.4,85.6,8,0,1,0.6,4.8,26.5,49.41,3160,76.1,13.8,9.5,,3.1,55358,0.864374493
TX,Texas,Jackson,48239,27.1,8.9,37.4,7.5,37.7,3.4,7.9,8.4,13.6,13.4,13.9,15.4,3.9,14756,F,7214,7542,32.3,59.4,7.1,0,0.3,0.1,10103,58504,26809,1678,17.9,26.6,15.3,19.8,19.1,19.2,81.1,10.8,1.8,1.5,0.6,4.2,25.7,48.09,6760,76.2,15.1,7.9,,3,55800,0.871275998
TX,Texas,Jasper,48241,30.7,10,41.1,8,39.5,3.8,10.1,9.8,15.2,15.2,16.3,19.2,4.7,35444,F,17420,18024,6.5,74.7,16.7,0.1,0.5,0,26438,41960,21402,1245,22.3,23.7,18.8,24.7,16.6,16.2,80.5,11.7,0.2,0.3,5.5,1.9,29.9,51.96,12541,80.2,14.1,5.8,,6.1,47252,0.737805259
TX,Texas,Jeff Davis,48243,32.5,8.3,44.1,9.7,44,4.2,8.7,10.7,16.5,11,14.5,12.7,4.6,2236,F,1070,1166,36.2,60.9,0.7,0.1,1.5,0,1542,46534,25167,3334,0,32.1,22.3,14.1,21,10.6,64.3,19.4,0,5.2,0,11.1,18.5,33.91,911,54.8,29.6,15.6,,2.9,53362,0.833208419
TX,Texas,Jefferson,48245,26.4,9.5,40.4,6.3,35.2,3.5,7.8,7.8,14.4,14.6,14.1,18.5,4.2,254574,M,130404,124170,19.5,41.7,33.7,0.2,3.6,0,175785,46315,25370,616,29.2,28.9,19.6,23.2,13.4,14.9,89.5,6.8,0.5,0.7,0.9,1.6,19.7,36.67,105319,83,13,3.9,,5.8,55173,0.861485853
TX,Texas,Jim Hogg,48247,25.6,8.3,38.5,6.1,38.8,4.6,7.3,9.6,20,13.8,17.1,17.4,4.4,5262,F,2623,2639,93.8,5.9,0,0,0,0,3499,31403,17761,2786,35.9,26.4,24.1,13.1,13.7,22.7,77.3,21,1.2,0.5,0,0,33,52.99,1646,62,30.4,7.7,,4.8,38788,0.605646118
TX,Texas,Jim Wells,48249,24.3,8.5,36.6,5.9,37.6,3.9,7,8.4,16.9,14.1,15.7,16.7,3.9,41318,F,20134,21184,80.2,18.3,0.5,0.1,0.6,0.1,28280,41103,20631,1578,32.4,28.6,18.8,20.3,17.1,15.2,83.8,9.6,0,2.6,1,3.2,28.6,48.45,16282,78.5,13.1,8.4,,4.7,44444,0.693960402
TX,Texas,Johnson,48251,26.5,9.3,35.3,6.8,35.8,3,7.7,7.2,12,14.2,13.4,14.6,3.4,160173,F,79887,80286,20.3,73.6,2.8,0.4,0.8,0.4,113111,60458,26574,672,14.6,30.6,14.1,22.2,11.7,21.5,85.5,8.5,0.1,1.2,0.9,3.7,30.3,61.78,72273,82.4,10.8,6.7,,3.2,66538,1.038941977
TX,Texas,Jones,48253,25,8.9,36.9,6.3,36,3.3,8.3,8.3,13.3,14.7,14.8,19.2,3.9,19969,M,12658,7311,27.2,54.8,14.5,0.1,0.3,0,15944,48601,17960,1698,19.9,31.9,24,19.5,10.5,14.1,76.9,16.6,0,2.7,1,2.8,20.2,36.32,5057,65.5,23.2,11.1,,4.3,51094,0.797795266
TX,Texas,Karnes,48255,22.6,8.5,35.7,5.8,35.2,3.3,7.1,7.6,13.6,14.1,14.3,17.7,3.6,15051,M,8960,6091,52.9,37.8,8.7,0.1,0.1,0,11095,53051,27011,2534,32.1,27.4,20.2,22.8,16.5,13,82.6,12.2,0.1,0.9,0.8,3.5,21.7,40.28,5433,70.1,21.8,7.7,,2.5,54843,0.856333146
TX,Texas,Kaufman,48257,24,9.3,34.2,6.3,34.6,2.9,7.1,6.7,11.8,14.2,13.1,15,3.3,114852,F,56347,58505,19.9,66.6,10.4,0.4,1.1,0.1,77303,63926,26631,722,16.4,33.4,15.2,25.9,11.6,13.9,83,11,0.3,0.5,1.5,3.6,34.7,75.34,53146,77.5,16.5,5.8,,3.3,75009,1.171210418
TX,Texas,Kendall,48259,25.6,8.2,34.7,7.9,36.8,2.9,6.2,7.1,11.2,11.1,11.1,9.6,3.1,40306,F,19568,20738,23,73.6,0.7,0,0.7,0.1,29350,81023,39517,2548,7.7,44.8,16.5,22.6,9.1,7,79.1,9.7,0.1,2.3,1.2,7.6,31.2,77.43,18640,75.8,13.6,10.7,,2.7,94899,1.481778153
TX,Texas,Kenedy,48261,27.6,10.2,41.7,6.3,41.4,4.7,9.9,10.7,19.8,17.2,20.2,24,5.1,564,F,280,284,88.5,11.3,0,0,0.2,0,296,24800,13705,4641,29.9,19.1,28.4,24,28.4,0,97.2,0,0,2.8,0,0,16.3,28.04,183,66.1,33.9,0,,3.6,46132,0.720317282
TX,Texas,Kent,48263,32.2,8.8,42.3,9.9,42,3.8,9,9.8,14.1,11.9,14.2,14.2,4.5,680,F,311,369,21.6,77.1,0.7,0.6,0,0,527,52250,27515,5559,42,40.1,16.1,21.7,13.5,8.6,72.3,9.3,0,15,1.7,1.7,7.7,14.02,304,51.3,39.5,8.2,,2.3,52591,0.821169821
TX,Texas,Kerr,48265,32,8.8,41,9.2,41,3.9,8.9,10.2,14.6,12.4,14.4,14.5,4.5,50761,F,24563,26198,26.1,69.9,1.4,0.2,1,0,38666,48698,28484,1842,23.3,30.3,24.1,23.2,12.7,9.8,78.8,14,0,1.9,0.7,4.5,20,38.05,21475,72.3,15.2,12.5,,3,57789,0.902332771
TX,Texas,Kimble,48267,34,9.2,43.4,9.6,43,4.4,10.5,11.6,16.7,13.3,16.5,16.9,5.1,4432,F,2140,2292,23.7,74.3,0,0.5,0,0,3485,41095,26982,5998,36.4,26,22.1,24.6,17.9,9.4,72.6,19.4,0,3.3,1.3,3.4,20.6,35,2027,69.8,18.5,11.5,,3.1,44757,0.698847667
TX,Texas,King,48269,27.3,8.8,37.9,8.1,38.7,3.2,8,8.4,12,13,13.3,14.1,3.7,289,M,150,139,26.6,73.4,0,0,0,0,184,56964,29918,7391,6.8,38.2,8.1,15,36.4,2.3,89.6,1.7,0,3.5,1.2,4,12.4,26.2,173,72.8,20.2,6.9,,2.1,71256,1.112610081
TX,Texas,Kinney,48271,29.9,8.9,40.2,7.7,39.8,4.7,9.9,11.6,18.8,14.4,18.1,22,5.3,3631,M,2234,1397,61.8,38.1,0.1,0,0,0,2567,34926,21395,2872,8.3,24.2,38.6,10.7,21.6,4.9,81.4,4.4,1.2,0.1,5.6,7.3,18.7,32.45,1351,56.6,35.7,7.7,,3.6,47076,0.735057148
TX,Texas,Kleberg,48273,19.6,8.4,30.2,5,32.1,3.2,5.6,6.7,13.2,14,12.9,15,3.1,31540,M,16290,15250,72.3,21,3.5,0.1,2,0,22956,41700,19806,1248,27.4,31.1,20.7,20.3,16,11.8,76.1,12.9,0,6.8,2.3,1.8,17.6,30.56,13683,69.1,25.7,4.8,,4.4,47169,0.736509275
TX,Texas,Knox,48275,28.6,9.2,39.4,7.9,39.2,3.9,9.1,9.7,15.1,14,15.6,17.6,4.5,3753,M,1879,1874,33.4,59.4,6,0.1,0.2,0,2516,46319,21046,1742,23.2,32.6,13.5,15.8,25.2,12.9,77.3,16.5,0,1.4,0.3,4.4,17.5,28.65,1504,70.5,20.5,8.4,,3.3,40808,0.637186934
TX,Texas,Lamar,48277,30,10.2,41.3,7.9,37.7,3.7,9.7,9.4,14.3,15.3,15.9,18.1,4.5,49401,F,23876,25525,7.5,75,12.3,0.3,0.9,0.3,36668,42198,23625,1106,26.1,27.1,17.6,24.9,12.6,17.8,81.4,10,0.1,2.4,3,3.2,20.3,35.22,21134,79.4,13.6,6.8,,3.4,47061,0.734822934
TX,Texas,Lamb,48279,28.3,9.5,39.2,7,38.7,4.2,9.4,10.1,17,15.3,17.4,21.2,4.7,13368,M,6832,6536,55,39.8,3.6,0.3,0.5,0,8783,43712,21760,1344,28.3,34.8,14.9,19.1,18.1,13.2,82.2,9,0.1,2,3.2,3.6,17.2,28.67,5671,74.6,18.2,7.1,,3.8,42719,0.667025795
TX,Texas,Lampasas,48281,29.4,9.2,37.2,8,38.2,3.4,8.3,8.7,13.5,13.3,14.2,13.9,3.9,20473,F,10144,10329,19.2,72.9,3,0.4,1.1,1,15176,54467,26405,1316,14.9,32.4,20.4,20.3,15.4,11.5,76.5,14.8,0.2,2.7,3.1,2.7,27.4,52.56,8612,70.3,21.8,7.7,,3.3,58817,0.918384236
TX,Texas,La Salle,48283,18.8,7.8,31.1,4.7,32.9,3.2,5.5,6.6,13.6,13.6,13.4,16.5,3,7418,M,4347,3071,79.9,17.6,1.2,0,0.1,0,5387,44601,26268,8675,8.7,29.6,14.8,19.3,22.4,14,88.5,6.4,0,1.6,0.2,3.2,19.5,32.19,2716,82.9,10.6,6.5,,2.4,41683,0.650849416
TX,Texas,Lavaca,48285,30.3,9.1,40.3,8.7,40.2,3.6,9,9.5,13.9,13.2,14.5,15.6,4.3,19859,F,9596,10263,18.1,74.3,6.6,0,0.4,0,14374,51708,29946,1909,13.3,32.8,14.4,20.4,14.1,18.3,83.3,10.8,0.2,1.6,0.8,3.2,28,51.01,8843,74.7,15.3,9.9,,3,52632,0.821810006
TX,Texas,Lee,48287,29.1,9.4,39.6,7.7,38.4,3.6,9,9,14.3,14.5,15.1,17.2,4.3,16850,M,8476,8374,23.2,63.7,11,0,0.9,0,12040,55741,26740,1964,19,26.5,22.6,23.1,13.1,14.7,76.8,13.9,0,1.6,1.1,6.6,25.7,49.48,7894,72.2,15.7,11.7,,2.6,59250,0.925145213
TX,Texas,Leon,48289,32.6,9.7,42.8,8.9,41.4,4.2,10.7,11,16,14.3,16.6,18.6,5.1,16966,M,8485,8481,14.2,76.5,7.2,0.6,0.7,0.2,12404,44875,27096,3287,27,26.9,18.8,18.3,19.3,16.7,76.3,9.8,0,4.1,4.9,5,28.3,50.62,6574,68.6,16,15,,4.4,50522,0.788863906
TX,Texas,Liberty,48291,25.7,9.9,36.6,6.3,36.4,3.2,8.7,7.8,13.3,16,15.3,19.8,3.8,79884,F,39491,40393,21.9,65.8,10,0.3,0.6,0,55185,48344,22153,988,21.5,24.7,14.9,22,18.1,20.3,88.9,6.5,0.3,1,1.2,2.2,36.9,67.59,28685,79.3,13.9,6.5,,5,53274,0.831834364
TX,Texas,Limestone,48293,30.6,9.9,41.5,7.6,39.6,4,10,10,15.7,15.2,16.6,20.8,4.9,23480,M,12071,11409,21.3,59.2,17.6,0.3,0.7,0,16469,40356,21093,1333,33.5,27.3,22.1,19.8,12.4,18.4,83.1,10.9,0,1.3,1,3.6,21.3,35.82,8824,64.3,25.7,10,,3.9,43644,0.681468990
TX,Texas,Lipscomb,48295,27.6,9,36.4,7.7,37.6,3.4,8.5,8.8,13.3,13.6,14.4,16.2,4,3495,M,1880,1615,29.9,66,0.4,0.7,0.7,0,2216,59583,29995,2575,13.5,31.6,10.5,17.7,19.2,21.1,85.3,8.4,0,3.4,0.4,2.5,20.2,40.82,1653,68.8,17.8,13.1,,2.6,65388,1.020985572
TX,Texas,Live Oak,48297,28,8.9,39.2,7.5,38.8,3.8,8.7,9.5,15,13.8,15.4,17.3,4.3,12043,M,6548,5495,38.8,57.6,2.4,0,0.6,0,8921,51480,22847,2374,23.8,25.2,16.4,25.4,16.8,16.2,79.4,10.7,0,1.7,2.4,5.7,33.5,61.83,4301,71,15.8,12.2,,3.1,54163,0.845715446
TX,Texas,Llano,48299,36.1,9.1,45.6,11,44.6,4.4,10.6,12.1,16,12.1,15.7,14.9,5.2,20195,F,9848,10347,9.8,87.1,0.7,0.1,0.4,0,16826,50524,35680,2754,19.9,31.3,21.1,25.3,14.2,8.1,72.1,15,0,2.6,1,9.4,24.4,45.59,7660,73.2,12.2,14.2,,3.4,55617,0.868418587
TX,Texas,Loving,48301,22.8,9.2,33.9,5.8,36.1,2.7,7.5,7.1,11.4,15.5,13.2,14.9,3.1,74,M,39,35,16.2,74.3,0,5.4,0,0,59,80938,35530,10371,0,33.3,0,12.8,5.1,48.7,71.8,12.8,0,7.7,0,7.7,22.4,53.35,39,53.8,28.2,17.9,,0.7,88487,1.381659484
TX,Texas,Lubbock,48303,21.3,9.1,30.7,5.7,32.4,2.9,6.3,6.4,11,14.5,12.4,14.6,3,298042,F,147080,150962,34.5,54.5,6.9,0.4,2.1,0.1,216218,49078,26196,499,21.4,35,19.9,25.3,9.9,9.8,81.2,12.3,0.9,1.9,1.2,2.5,17.3,32.08,145154,78.1,16.1,5.7,,2.8,54733,0.854615577
TX,Texas,Lynn,48305,28.3,9.3,38.5,7.1,38.8,4,9,9.7,16.3,14.8,16.6,19.3,4.5,5785,M,2957,2828,47.2,49.3,1.3,0.5,0.3,0,4001,44922,26758,2557,26.9,31.1,14.3,24.7,19.8,10.1,76,18.4,0.1,2.8,0,2.7,19.1,32.74,2419,74.8,16.1,8.8,,3,45737,0.714149647
TX,Texas,McCulloch,48307,30.1,9.1,40.6,8.2,40.8,3.9,9.2,9.9,15.3,13.8,15.6,16.8,4.4,8145,M,4171,3974,31.6,62.2,2,0,0,0,6009,42367,23398,2283,25.1,23.2,21,22.1,19.7,13.9,82.8,12.3,0.1,3,0.1,1.8,15.9,26.64,3658,68.5,17.7,13.2,,5.2,43262,0.675504341
TX,Texas,McLennan,48309,24.8,9.6,35.4,6.3,35.1,3.2,7.5,7.4,12.5,14.9,13.8,16.8,3.7,245720,F,119894,125826,25.6,56.7,14.2,0.2,1.5,0,170837,46262,24273,645,26.1,32.8,18.5,24.8,10.8,13.2,82.4,10.7,0.4,1.7,1.2,3.6,19.4,34.87,112592,81,13.2,5.6,,3.3,51078,0.797545438
TX,Texas,McMullen,48311,27.4,7.9,38.9,8.2,39.3,3.6,7.2,9.2,14.4,11.3,13.2,13.4,4,600,M,321,279,50.5,48.7,0,0.8,0,0,406,71389,33472,11546,0,30.7,14.9,27.7,11.4,15.3,78.2,2.2,0,6.1,7.3,6.1,21.6,44.65,202,63.9,19.8,16.3,,1.6,68349,1.067219412
TX,Texas,Madison,48313,24.1,9.2,36.5,6.3,35.1,3.2,7.9,7.7,12.5,14.8,14,18.6,3.8,13979,M,8649,5330,22.4,55.8,17.4,0.1,1.1,0.2,10426,44004,17436,1473,18.5,28.6,23.2,19.7,14.9,13.6,76.3,12.6,0,7.3,0.6,3.3,23.4,40.31,4249,67.2,21.2,10.8,,4.3,46274,0.722534508
TX,Texas,Marion,48315,35.6,10.4,47,9.1,43,4.5,11.6,11.8,18.2,14.9,18,20.7,5.8,10140,F,5025,5115,3.9,70.9,23.7,0.3,0,0.2,8169,36938,25933,3074,37.9,28.7,19.1,21.8,13,17.4,83.7,7.9,0,1.1,2,5.3,31.4,49.97,3635,73.3,16.4,10.1,,4.3,37876,0.591405908
TX,Texas,Martin,48317,23.2,8.9,32.9,6,35,3,7,7,12.5,14.1,13.6,15.4,3.3,5547,M,2856,2691,45.1,53.7,0.6,0.5,0,0.1,3585,71115,28560,2865,7.8,29.3,13.6,19.8,24.9,12.4,81.6,10.9,0,3.4,0.8,3.3,17.9,37.11,2527,76.4,12,11.4,,2.6,68745,1.073402661
TX,Texas,Mason,48319,33.2,8.8,42,9.6,42,4.1,9.6,11,15.7,12.6,15.3,15.4,4.8,4122,M,2200,1922,24.3,71.9,0,0.3,2.5,0,2992,40949,24519,2922,20.1,21,24.1,23.5,23.8,7.6,74.9,13.5,0,5.6,1.5,4.5,20.2,37.52,2173,74.8,7.5,17.3,,3.2,54914,0.857441759
TX,Texas,Matagorda,48321,28.1,9.3,38.5,7,38.5,3.8,8.7,9.1,15.8,14.5,15.8,18.4,4.4,36744,F,18249,18495,41.4,44.9,10.2,0.4,2,0.1,24931,44896,23294,1398,33.8,23.9,18.9,21.8,18.2,17.3,82.5,11.1,0.9,2.2,1.1,2.1,21.7,38.4,16009,79.5,14.4,6,,5.7,49276,0.769408532
TX,Texas,Maverick,48323,22.2,8.8,35.2,4.9,36.1,4.1,6.7,8.1,17.7,15.5,17,18.9,3.8,57471,F,28522,28949,95.3,2.6,0.2,1.2,0.4,0.1,27831,37734,16658,850,32.1,21.1,26.5,22.6,14,15.8,77,19.1,0.3,1.9,0.4,1.3,22,35.75,21113,74.8,20.6,4.4,,7.5,40017,0.624836050
TX,Texas,Medina,48325,24.8,8.4,35.8,6.7,36.9,3.3,6.8,7.7,13.8,12.7,13.2,13.5,3.4,48548,M,25073,23475,51.3,44.5,2.3,0.3,0.6,0,35763,59305,25572,1305,17.4,31.1,18.9,22,15.4,12.6,80.7,13.4,0.3,1.9,0.7,3,31.5,61.35,20958,75.4,15.8,8.6,,3.1,60695,0.947707826
TX,Texas,Menard,48327,32.9,8.5,43.1,9.7,42.7,4.3,9.3,11.2,16.8,11.8,15.3,15,4.8,2123,M,1159,964,37.3,59,0.6,0.6,0,0,1650,37917,23613,3104,11.9,30.9,16.9,13.5,29.3,9.5,69,25.4,0,1.9,0,3.7,29.3,46.88,1014,60.1,23.5,15.7,,3.5,38425,0.599978140
TX,Texas,Midland,48329,20.9,8.3,30.1,5.5,31.9,2.5,5.4,5.5,10.2,12.8,11.1,12.5,2.6,159883,M,80338,79545,43.2,47.3,5.9,0.4,1.8,0,103212,75815,38545,1300,11.5,34.4,14.5,23.4,16.7,11,85.1,9.8,0.2,0.8,1.6,2.4,19.5,45.63,80471,82.9,9.7,7.3,,2.1,85811,1.339875710
TX,Texas,Milam,48331,32.4,9.5,40.3,8,40,3.9,9.6,9.9,15.5,14.5,16.2,18.4,4.6,24479,F,12194,12285,25.8,62.9,8.4,0.1,0.5,0,17688,41768,22911,1288,25.5,28.9,17.8,20.5,18,14.8,80.8,13.3,0.3,0.6,0.3,4.7,27.2,48.01,9527,73.1,19.3,7.4,,5,48989,0.764927238
TX,Texas,Mills,48333,34.3,9.4,42.4,9.6,42.1,4.2,10.6,11.5,15.9,13.6,16.4,17.3,5.1,4887,F,2275,2612,18.3,81.3,0.2,0,0.1,0,3549,46318,24858,3726,19.8,29.8,15.5,28.4,12,14.4,78.8,7.4,0,6.7,0.9,6.2,16.5,28.58,2055,71.3,18.4,10,,3.3,46876,0.731934295
TX,Texas,Mitchell,48335,24,8.7,33.7,6.1,34.2,3.1,7.3,7.4,12.7,14,13.8,17,3.5,8774,M,5417,3357,39.3,48.7,10.3,0.3,0.4,0,6669,52194,19741,1868,9,32.3,19.2,19.9,14.6,14.1,78.4,17,0.3,0.8,0,3.4,20.2,34.22,2801,66.5,24.3,8.2,,3.5,44457,0.694163388
TX,Texas,Montague,48337,31.6,9.5,40,8.6,40.6,3.7,9.7,9.8,13.7,14.3,15.4,16.5,4.4,19406,F,9512,9894,10.7,86.3,0.2,0.3,0.1,0,14259,46592,26278,1905,21.7,26,15.1,22.8,18.9,17.3,83,10.3,0.6,1.6,0.4,4,24.3,44.66,7938,81.5,11.3,6.8,,2.8,53649,0.837689713
